OBJECTNUMMER;Functie;Gedetecteerde_panelen;Vermogen(kwh);LNG;LAT;WKT_LAT_LNG
347;Wonen;9.4;2000;4.951.422;52.322.962;POINT(52.322962,4.951422)
348;Wonen;3;1000;478.136;52.349.529;POINT(52.349529,4.78136)
349;Wonen;9.4;2000;4.810.484;52.344.474;POINT(52.344474,4.810484)
350;Wonen;9.4;2000;4.988.041;52.357.032;POINT(52.357032,4.988041)
351;NietWonen;23;6000;4.764.078;52.395.457;POINT(52.395457,4.764078)
352;Wonen;9.4;2000;4.920.239;52.402.396;POINT(52.402396,4.920239)
353;Wonen;9.4;2000;4.884.049;52.323.892;POINT(52.323892,4.884049)
354;NietWonen;6;1000;4.926.396;52.339.805;POINT(52.339805,4.926396)
355;Wonen;9.4;2000;4.808.151;5.234.766;POINT(52.34766,4.808151)
356;Wonen;6;2000;4.885.308;52.351.017;POINT(52.351017,4.885308)
357;Wonen;9.4;2000;4.825.901;523.616;POINT(52.3616,4.825901)
358;Wonen;9.4;2000;4.982.275;52.318.668;POINT(52.318668,4.982275)
359;Wonen;9.4;2000;4.896.857;52.421.729;POINT(52.421729,4.896857)
360;Wonen;9.4;2000;4.964.356;52.323.294;POINT(52.323294,4.964356)
361;Wonen;9.4;2000;4.924.358;52.347.261;POINT(52.347261,4.924358)
362;Wonen;9.4;2000;4.993.448;52.360.265;POINT(52.360265,4.993448)
363;Wonen;9.4;2000;4.863.826;52.326.257;POINT(52.326257,4.863826)
364;NietWonen;9.4;2000;499.566;52.354.651;POINT(52.354651,4.99566)
365;Wonen;20;5000;4.880.186;5.235.209;POINT(52.35209,4.880186)
366;Wonen;9.4;2000;4.917.373;52.409.253;POINT(52.409253,4.917373)
367;Wonen;5;1000;4.943.935;5.236.128;POINT(52.36128,4.943935)
368;NietWonen;3;1000;4.894.975;52.355.266;POINT(52.355266,4.894975)
369;Wonen;9.4;2000;4.813.836;52.352.368;POINT(52.352368,4.813836)
370;Wonen;9.4;2000;4.819.961;52.354.584;POINT(52.354584,4.819961)
371;NietWonen;39;10000;4.830.405;5.238.058;POINT(52.38058,4.830405)
372;Wonen;8;2000;4.773.716;52.352.605;POINT(52.352605,4.773716)
373;Wonen;10;2000;4.909.868;52.348.835;POINT(52.348835,4.909868)
374;NietWonen;28;7000;4.787.269;52.390.681;POINT(52.390681,4.787269)
375;Wonen;9.4;2000;4.984.432;52.323.953;POINT(52.323953,4.984432)
376;Wonen;9.4;2000;4.978.011;52.327.246;POINT(52.327246,4.978011)
377;Wonen;32;8000;4.935.114;52.362.014;POINT(52.362014,4.935114)
378;Wonen;9.4;2000;4.820.536;52.353.753;POINT(52.353753,4.820536)
379;Wonen;9.4;2000;4.969.645;52.303.626;POINT(52.303626,4.969645)
380;NietWonen;8;2000;4.940.492;52.371.242;POINT(52.371242,4.940492)
381;Wonen;9.4;2000;4.968.114;52.303.066;POINT(52.303066,4.968114)
382;Wonen;8;2000;4.985.477;5.236.524;POINT(52.36524,4.985477)
383;Wonen;9.4;2000;4.779.632;52.354.231;POINT(52.354231,4.779632)
384;Wonen;9.4;2000;4.809.985;52.343.525;POINT(52.343525,4.809985)
385;Wonen;35;9000;4.935.074;52.361.445;POINT(52.361445,4.935074)
386;Wonen;5;1000;4.935.865;52.356.179;POINT(52.356179,4.935865)
387;Wonen;9.4;2000;4.806.497;52.351.717;POINT(52.351717,4.806497)
388;Wonen;50;13000;4.927.493;52.353.939;POINT(52.353939,4.927493)
389;Wonen;9.4;2000;4.963.714;52.319.873;POINT(52.319873,4.963714)
390;Wonen;74;18000;4.875.147;5.238.146;POINT(52.38146,4.875147)
391;NietWonen;9.4;2000;5.002.518;52.351.005;POINT(52.351005,5.002518)
392;Wonen;9.4;2000;4.771.598;52.350.815;POINT(52.350815,4.771598)
393;Wonen;9.4;2000;493.514;52.348.486;POINT(52.348486,4.93514)
394;Wonen;9.4;2000;4.924.892;52.347.583;POINT(52.347583,4.924892)
395;Wonen;9.4;2000;4.821.338;52.374.947;POINT(52.374947,4.821338)
396;Wonen;9.4;2000;4.939.386;5.235.292;POINT(52.35292,4.939386)
397;Wonen;9.4;2000;481.746;52.350.313;POINT(52.350313,4.81746)
398;Wonen;9.4;2000;4.784.858;52.352.685;POINT(52.352685,4.784858)
399;Wonen;9.4;2000;4.982.596;52.327.594;POINT(52.327594,4.982596)
400;Wonen;9.4;2000;4.923.576;52.407.316;POINT(52.407316,4.923576)
401;Wonen;9.4;2000;4.981.193;52.322.028;POINT(52.322028,4.981193)
402;Wonen;8;2000;4.791.793;52.378.506;POINT(52.378506,4.791793)
403;NietWonen;9;2000;4.851.728;52.376.848;POINT(52.376848,4.851728)
404;Wonen;9.4;2000;4.901.024;5.241.112;POINT(52.41112,4.901024)
405;NietWonen;20;5000;4.873.586;52.395.142;POINT(52.395142,4.873586)
406;Wonen;9.4;2000;4.955.847;5.238.836;POINT(52.38836,4.955847)
407;NietWonen;25;6000;4.900.836;5.238.706;POINT(52.38706,4.900836)
408;Wonen;9.4;2000;4.860.407;5.232.707;POINT(52.32707,4.860407)
409;Wonen;8;2000;4.847.047;52.352.728;POINT(52.352728,4.847047)
410;Wonen;9.4;2000;4.896.684;52.410.937;POINT(52.410937,4.896684)
411;Wonen;9.4;2000;4.795.174;52.382.734;POINT(52.382734,4.795174)
412;Wonen;9.4;2000;4.924.491;52.353.134;POINT(52.353134,4.924491)
413;Wonen;9.4;2000;4.981.813;52.327.271;POINT(52.327271,4.981813)
414;Wonen;9.4;2000;4.961.728;52.307.294;POINT(52.307294,4.961728)
415;NietWonen;15;4000;4.942.414;52.323.231;POINT(52.323231,4.942414)
416;NietWonen;33;8000;49.296;52.395.238;POINT(52.395238,4.9296)
417;NietWonen;42;10000;4.838.268;52.365.745;POINT(52.365745,4.838268)
418;Wonen;9.4;2000;498.075;52.327.056;POINT(52.327056,4.98075)
419;NietWonen;334;84000;4.949.233;52.312.823;POINT(52.312823,4.949233)
420;Wonen;9.4;2000;4.822.255;52.358.944;POINT(52.358944,4.822255)
421;Wonen;9.4;2000;4.874.733;52.345.611;POINT(52.345611,4.874733)
422;Wonen;9.4;2000;4.930.683;52.408.175;POINT(52.408175,4.930683)
423;Wonen;9.4;2000;4.979.514;52.292.083;POINT(52.292083,4.979514)
424;NietWonen;9.4;2000;4.796.489;52.352.127;POINT(52.352127,4.796489)
425;Wonen;57;14000;4.935.874;52.361.442;POINT(52.361442,4.935874)
426;Wonen;9.4;2000;4.864.434;52.351.497;POINT(52.351497,4.864434)
427;NietWonen;55;13000;4.945.148;52.369.118;POINT(52.369118,4.945148)
428;Wonen;9.4;2000;4.949.408;52.386.578;POINT(52.386578,4.949408)
429;Wonen;9.4;2000;497.978;52.327.921;POINT(52.327921,4.97978)
430;Wonen;9.4;2000;4.941.628;52.370.746;POINT(52.370746,4.941628)
431;Wonen;9.4;2000;4.968.212;523.034;POINT(52.3034,4.968212)
432;Wonen;9.4;2000;4.886.109;52.344.876;POINT(52.344876,4.886109)
433;Wonen;64;16000;4.940.873;52.364.089;POINT(52.364089,4.940873)
434;Wonen;9.4;2000;4.805.987;52.344.035;POINT(52.344035,4.805987)
435;Wonen;9.4;2000;4.924.771;52.391.964;POINT(52.391964,4.924771)
436;Wonen;9.4;2000;4.978.416;52.327.207;POINT(52.327207,4.978416)
437;Wonen;9.4;2000;4.913.509;52.400.951;POINT(52.400951,4.913509)
438;Wonen;9.4;2000;482.987;52.383.861;POINT(52.383861,4.82987)
439;Wonen;9.4;2000;4.970.002;52.299.401;POINT(52.299401,4.970002)
440;NietWonen;11;3000;4.940.856;52.371.419;POINT(52.371419,4.940856)
441;Wonen;9.4;2000;4.862.984;52.343.147;POINT(52.343147,4.862984)
442;Wonen;9.4;2000;4.977.298;52.326.886;POINT(52.326886,4.977298)
443;Wonen;7;2000;4.869.054;52.349.539;POINT(52.349539,4.869054)
444;Wonen;9.4;2000;4.814.494;52.343.242;POINT(52.343242,4.814494)
445;Wonen;9.4;2000;4.976.822;52.360.946;POINT(52.360946,4.976822)
446;Wonen;9.4;2000;4.801.377;52.346.323;POINT(52.346323,4.801377)
447;NietWonen;45;11000;4.835.313;52.367.567;POINT(52.367567,4.835313)
448;NietWonen;24;6000;4.800.009;52.382.201;POINT(52.382201,4.800009)
449;Wonen;9.4;2000;4.812.737;52.342.727;POINT(52.342727,4.812737)
450;Wonen;9.4;2000;4.791.046;52.343.201;POINT(52.343201,4.791046)
451;Wonen;9.4;2000;480.572;52.340.873;POINT(52.340873,4.80572)
452;NietWonen;206;50000;4.938.758;52.307.386;POINT(52.307386,4.938758)
453;Wonen;9.4;2000;4.806.874;52.383.353;POINT(52.383353,4.806874)
454;Wonen;21;5000;4.854.581;52.361.833;POINT(52.361833,4.854581)
455;Wonen;9.4;2000;4.998.491;52.300.941;POINT(52.300941,4.998491)
456;Wonen;9.4;2000;4.785.305;52.346.364;POINT(52.346364,4.785305)
457;Wonen;9.4;2000;4.961.709;52.321.377;POINT(52.321377,4.961709)
458;NietWonen;6;2000;4.861.791;52.346.346;POINT(52.346346,4.861791)
459;NietWonen;6;2000;493.447;52.354.589;POINT(52.354589,4.93447)
460;Wonen;9.4;2000;4.931.695;52.393.918;POINT(52.393918,4.931695)
461;Wonen;9.4;2000;494.062;52.353.869;POINT(52.353869,4.94062)
462;Wonen;9.4;2000;4.993.373;52.300.656;POINT(52.300656,4.993373)
463;Wonen;9.4;2000;4.882.911;52.324.655;POINT(52.324655,4.882911)
464;NietWonen;6;1000;4.978.893;52.362.965;POINT(52.362965,4.978893)
465;Wonen;9.4;2000;477.951;52.353.431;POINT(52.353431,4.77951)
466;Wonen;9.4;2000;4.976.391;52.362.191;POINT(52.362191,4.976391)
467;Wonen;3;1000;4.945.212;52.392.602;POINT(52.392602,4.945212)
468;Wonen;15;4000;4.883.094;5.235.596;POINT(52.35596,4.883094)
469;Wonen;9;2000;490.121;52.348.308;POINT(52.348308,4.90121)
470;Wonen;9.4;2000;4.887.531;52.324.119;POINT(52.324119,4.887531)
471;Wonen;6;1000;4.866.386;52.352.764;POINT(52.352764,4.866386)
472;Wonen;9.4;2000;4.979.656;52.328.605;POINT(52.328605,4.979656)
473;Wonen;9;2000;4.878.945;52.354.773;POINT(52.354773,4.878945)
474;Wonen;9.4;2000;4.810.239;52.380.384;POINT(52.380384,4.810239)
475;Wonen;20;5000;4.894.639;52.420.133;POINT(52.420133,4.894639)
476;Wonen;9.4;2000;4.830.174;5.236.771;POINT(52.36771,4.830174)
477;Wonen;9.4;2000;4.806.475;5.234.262;POINT(52.34262,4.806475)
478;Wonen;9.4;2000;4.994.599;52.299.642;POINT(52.299642,4.994599)
479;NietWonen;83;21000;4.965.437;52.299.216;POINT(52.299216,4.965437)
480;Wonen;9.4;2000;4.819.955;52.374.909;POINT(52.374909,4.819955)
481;NietWonen;45;11000;4.911.441;52.407.791;POINT(52.407791,4.911441)
482;NietWonen;87;21000;4.915.267;52.406.255;POINT(52.406255,4.915267)
483;Wonen;9.4;2000;4.898.645;52.338.935;POINT(52.338935,4.898645)
484;Wonen;2;0;4.856.348;52.381.109;POINT(52.381109,4.856348)
485;Wonen;9.4;2000;4.826.558;5.234.332;POINT(52.34332,4.826558)
486;Wonen;9.4;2000;4.988.522;52.321.922;POINT(52.321922,4.988522)
487;Wonen;9.4;2000;4.972.286;52.300.259;POINT(52.300259,4.972286)
488;Wonen;9.4;2000;4.992.634;52.299.238;POINT(52.299238,4.992634)
489;Wonen;9.4;2000;4.979.739;5.232.864;POINT(52.32864,4.979739)
490;Wonen;7;2000;4.897.032;52.404.323;POINT(52.404323,4.897032)
491;NietWonen;75;18000;4.851.871;52.383.039;POINT(52.383039,4.851871)
492;Wonen;9.4;2000;4.988.264;52.319.298;POINT(52.319298,4.988264)
493;Wonen;12;3000;4.805.527;52.343.938;POINT(52.343938,4.805527)
494;Wonen;9.4;2000;495.528;52.318.568;POINT(52.318568,4.95528)
495;Wonen;9.4;2000;4.974.113;52.289.633;POINT(52.289633,4.974113)
496;Wonen;8;2000;4.804.409;5.234.236;POINT(52.34236,4.804409)
497;NietWonen;2034;511000;4.786.585;52.396.637;POINT(52.396637,4.786585)
498;NietWonen;123;31000;4.987.116;52.319.372;POINT(52.319372,4.987116)
499;Wonen;9.4;2000;4.891.062;524.236;POINT(52.4236,4.891062)
500;Wonen;9.4;2000;4.958.751;52.388.489;POINT(52.388489,4.958751)
501;NietWonen;30;8000;4.763.798;52.395.627;POINT(52.395627,4.763798)
502;Wonen;9.4;2000;4.979.972;52.361.846;POINT(52.361846,4.979972)
503;Wonen;10;2000;4.864.257;52.330.993;POINT(52.330993,4.864257)
504;Wonen;9.4;2000;4.825.363;5.234.434;POINT(52.34434,4.825363)
505;Wonen;3;1000;4.856.352;52.370.092;POINT(52.370092,4.856352)
506;Wonen;9.4;2000;4.796.542;52.345.156;POINT(52.345156,4.796542)
507;Wonen;6;1000;4.929.727;52.361.767;POINT(52.361767,4.929727)
508;Wonen;9.4;2000;4.897.534;52.416.373;POINT(52.416373,4.897534)
509;Wonen;9.4;2000;4.837.016;52.380.987;POINT(52.380987,4.837016)
510;Wonen;8;2000;4.909.292;52.342.796;POINT(52.342796,4.909292)
511;Wonen;31;8000;4.959.928;52.390.133;POINT(52.390133,4.959928)
512;Wonen;9.4;2000;4.950.145;52.346.393;POINT(52.346393,4.950145)
513;Wonen;9.4;2000;4.986.019;52.324.493;POINT(52.324493,4.986019)
514;Wonen;9.4;2000;4.957.406;52.389.037;POINT(52.389037,4.957406)
515;Wonen;9.4;2000;4.777.388;52.351.142;POINT(52.351142,4.777388)
516;Wonen;9.4;2000;478.456;52.347.512;POINT(52.347512,4.78456)
517;Wonen;9.4;2000;4.995.213;52.353.105;POINT(52.353105,4.995213)
518;Wonen;9.4;2000;49.526;52.344.438;POINT(52.344438,4.9526)
519;Wonen;9.4;2000;4.934.849;52.350.135;POINT(52.350135,4.934849)
520;Wonen;9.4;2000;4.931.499;52.409.014;POINT(52.409014,4.931499)
521;Wonen;30;8000;4.950.535;52.343.014;POINT(52.343014,4.950535)
522;NietWonen;4156;1018000;4.941.715;52.314.339;POINT(52.314339,4.941715)
523;Wonen;9.4;2000;49.924;52.299.942;POINT(52.299942,4.9924)
524;Wonen;9.4;2000;4.993.875;5.235.678;POINT(52.35678,4.993875)
525;Wonen;3;1000;493.582;52.391.457;POINT(52.391457,4.93582)
526;Wonen;9.4;2000;4.800.559;52.343.894;POINT(52.343894,4.800559)
527;Wonen;6;1000;4.925.481;52.344.555;POINT(52.344555,4.925481)
528;Wonen;20;5000;4.879.906;52.352.383;POINT(52.352383,4.879906)
529;Wonen;9.4;2000;4.896.819;52.418.909;POINT(52.418909,4.896819)
530;Wonen;30;8000;4.880.737;52.352.325;POINT(52.352325,4.880737)
531;Wonen;9.4;2000;4.950.287;52.342.513;POINT(52.342513,4.950287)
532;Wonen;9.4;2000;4.966.171;52.322.035;POINT(52.322035,4.966171)
533;Wonen;9.4;2000;4.994.535;52.298.024;POINT(52.298024,4.994535)
534;Wonen;9.4;2000;4.832.479;5.236.958;POINT(52.36958,4.832479)
535;Wonen;9.4;2000;4.822.354;52.361.654;POINT(52.361654,4.822354)
536;NietWonen;32;8000;4.831.478;52.380.267;POINT(52.380267,4.831478)
537;NietWonen;34;8000;4.859.124;52.381.045;POINT(52.381045,4.859124)
538;Wonen;9.4;2000;4.898.694;52.338.425;POINT(52.338425,4.898694)
539;Wonen;9.4;2000;4.940.867;52.403.965;POINT(52.403965,4.940867)
540;Wonen;9.4;2000;4.832.704;52.369.236;POINT(52.369236,4.832704)
541;Wonen;9.4;2000;4.980.776;52.297.849;POINT(52.297849,4.980776)
542;Wonen;9.4;2000;5.019.938;52.303.819;POINT(52.303819,5.019938)
543;NietWonen;41;10000;4.845.641;5.234.105;POINT(52.34105,4.845641)
544;NietWonen;3;1000;4.941.485;52.371.366;POINT(52.371366,4.941485)
545;Wonen;9.4;2000;4.832.418;52.375.538;POINT(52.375538,4.832418)
546;Wonen;12;3000;4.948.326;52.372.032;POINT(52.372032,4.948326)
547;Wonen;9.4;2000;4.820.434;52.353.753;POINT(52.353753,4.820434)
548;Wonen;9.4;2000;497.873;52.361.829;POINT(52.361829,4.97873)
549;NietWonen;71;17000;4.789.727;52.360.833;POINT(52.360833,4.789727)
550;Wonen;9.4;2000;4.907.266;52.419.087;POINT(52.419087,4.907266)
551;Wonen;5;1000;4.867.851;52.353.485;POINT(52.353485,4.867851)
552;Wonen;9.4;2000;4.815.212;52.350.307;POINT(52.350307,4.815212)
553;Wonen;9.4;2000;4.997.628;52.300.939;POINT(52.300939,4.997628)
554;Wonen;35;9000;4.931.864;52.362.583;POINT(52.362583,4.931864)
555;Wonen;9.4;2000;497.693;52.312.699;POINT(52.312699,4.97693)
556;NietWonen;59;14000;4.910.859;52.405.887;POINT(52.405887,4.910859)
557;Wonen;9.4;2000;4.792.471;52.343.721;POINT(52.343721,4.792471)
558;Wonen;9.4;2000;4.863.028;52.325.526;POINT(52.325526,4.863028)
559;Wonen;9.4;2000;4.780.006;52.353.884;POINT(52.353884,4.780006)
560;Wonen;9.4;2000;4.789.542;52.349.117;POINT(52.349117,4.789542)
561;Wonen;13;3000;4.908.427;52.356.879;POINT(52.356879,4.908427)
562;Wonen;9.4;2000;4.782.079;52.347.467;POINT(52.347467,4.782079)
563;Wonen;8;2000;4.883.262;52.355.126;POINT(52.355126,4.883262)
564;NietWonen;19;5000;4.763.799;52.395.456;POINT(52.395456,4.763799)
565;Wonen;9.4;2000;4.770.979;52.374.888;POINT(52.374888,4.770979)
566;Wonen;2;0;485.111;52.355.991;POINT(52.355991,4.85111)
567;NietWonen;9.4;2000;4.810.656;52.372.458;POINT(52.372458,4.810656)
568;Wonen;10;2000;4.966.441;52.304.912;POINT(52.304912,4.966441)
569;Wonen;9.4;2000;4.947.901;52.399.641;POINT(52.399641,4.947901)
570;Wonen;9.4;2000;4.900.251;52.410.009;POINT(52.410009,4.900251)
571;Wonen;9.4;2000;4.791.833;52.343.061;POINT(52.343061,4.791833)
572;Wonen;9.4;2000;4.877.535;52.346.026;POINT(52.346026,4.877535)
573;Wonen;9.4;2000;4.899.063;52.410.203;POINT(52.410203,4.899063)
574;NietWonen;8;2000;4.863.709;52.346.274;POINT(52.346274,4.863709)
575;Wonen;9.4;2000;4.994.996;52.356.638;POINT(52.356638,4.994996)
576;Wonen;9.4;2000;4.820.684;52.341.806;POINT(52.341806,4.820684)
577;Wonen;9.4;2000;4.879.989;52.347.407;POINT(52.347407,4.879989)
578;Wonen;9.4;2000;493.723;52.373.201;POINT(52.373201,4.93723)
579;Wonen;9.4;2000;4.781.871;52.348.272;POINT(52.348272,4.781871)
580;Wonen;9.4;2000;4.834.461;52.382.093;POINT(52.382093,4.834461)
581;Wonen;10;2000;4.894.752;52.339.384;POINT(52.339384,4.894752)
582;Wonen;10;2000;4.866.131;523.527;POINT(52.3527,4.866131)
583;Wonen;9.4;2000;4.966.384;52.304.895;POINT(52.304895,4.966384)
584;Wonen;9.4;2000;4.939.039;52.356.345;POINT(52.356345,4.939039)
585;Wonen;9.4;2000;4.933.231;5.240.823;POINT(52.40823,4.933231)
586;NietWonen;9.4;2000;4.826.534;52.361.999;POINT(52.361999,4.826534)
587;Wonen;14;3000;4.887.792;52.388.539;POINT(52.388539,4.887792)
588;NietWonen;46;11000;4.858.508;52.379.372;POINT(52.379372,4.858508)
589;Wonen;9.4;2000;4.925.742;5.240.947;POINT(52.40947,4.925742)
590;Wonen;9.4;2000;4.784.872;52.346.256;POINT(52.346256,4.784872)
591;Wonen;9.4;2000;5.017.845;52.306.871;POINT(52.306871,5.017845)
592;NietWonen;4;1000;4.978.173;52.362.191;POINT(52.362191,4.978173)
593;Wonen;9.4;2000;4.829.926;52.366.403;POINT(52.366403,4.829926)
594;Wonen;3;1000;4.935.401;5.235.442;POINT(52.35442,4.935401)
595;NietWonen;85;21000;4.845.552;52.374.005;POINT(52.374005,4.845552)
596;NietWonen;24;6000;4.849.241;52.381.177;POINT(52.381177,4.849241)
597;Wonen;9.4;2000;4.977.363;52.361.508;POINT(52.361508,4.977363)
598;NietWonen;147;37000;4.952.421;52.314.733;POINT(52.314733,4.952421)
599;Wonen;9.4;2000;4.924.467;52.347.718;POINT(52.347718,4.924467)
600;Wonen;9.4;2000;499.068;52.318.223;POINT(52.318223,4.99068)
601;Wonen;8;2000;485.676;52.383.254;POINT(52.383254,4.85676)
602;NietWonen;51;13000;479.927;52.341.766;POINT(52.341766,4.79927)
603;Wonen;57;14000;4.848.592;52.352.698;POINT(52.352698,4.848592)
604;Wonen;5;1000;4.908.764;52.356.619;POINT(52.356619,4.908764)
605;NietWonen;33;8000;48.298;52.380.399;POINT(52.380399,4.8298)
606;Wonen;9.4;2000;4.985.071;52.316.418;POINT(52.316418,4.985071)
607;Wonen;2;0;4.937.538;52.364.854;POINT(52.364854,4.937538)
608;Wonen;5;1000;4.938.076;52.351.337;POINT(52.351337,4.938076)
609;Wonen;9.4;2000;4.831.552;52.383.582;POINT(52.383582,4.831552)
610;NietWonen;116;29000;4.841.285;5.237.804;POINT(52.37804,4.841285)
611;Wonen;9.4;2000;4.928.215;52.407.763;POINT(52.407763,4.928215)
612;Wonen;9.4;2000;4.998.025;52.300.627;POINT(52.300627,4.998025)
613;Wonen;9.4;2000;4.828.548;52.353.739;POINT(52.353739,4.828548)
614;Wonen;9.4;2000;4.861.547;52.324.725;POINT(52.324725,4.861547)
615;Wonen;9.4;2000;4.789.946;52.346.003;POINT(52.346003,4.789946)
616;Wonen;9.4;2000;4.896.774;52.404.793;POINT(52.404793,4.896774)
617;NietWonen;236;58000;4.852.636;5.239.056;POINT(52.39056,4.852636)
618;Wonen;9.4;2000;4.790.341;52.383.101;POINT(52.383101,4.790341)
619;Wonen;9.4;2000;4.808.695;52.343.298;POINT(52.343298,4.808695)
620;NietWonen;43;11000;4.835.635;52.365.733;POINT(52.365733,4.835635)
621;NietWonen;29;7000;4.858.099;5.238.039;POINT(52.38039,4.858099)
622;Wonen;12;3000;4.944.481;52.320.626;POINT(52.320626,4.944481)
623;NietWonen;29;7000;4.882.115;52.385.998;POINT(52.385998,4.882115)
624;Wonen;9.4;2000;4.882.056;52.323.478;POINT(52.323478,4.882056)
625;Wonen;9.4;2000;4.923.668;52.348.018;POINT(52.348018,4.923668)
626;Wonen;9.4;2000;4.909.044;52.401.304;POINT(52.401304,4.909044)
627;Wonen;9.4;2000;4.996.058;52.351.612;POINT(52.351612,4.996058)
628;Wonen;3;1000;4.858.522;52.362.224;POINT(52.362224,4.858522)
629;Wonen;9.4;2000;4.880.073;52.347.451;POINT(52.347451,4.880073)
630;NietWonen;19;5000;4.956.394;52.316.411;POINT(52.316411,4.956394)
631;Wonen;6;2000;4.907.753;52.357.999;POINT(52.357999,4.907753)
632;NietWonen;22;6000;4.910.236;52.353.535;POINT(52.353535,4.910236)
633;Wonen;3;1000;4.851.938;52.365.711;POINT(52.365711,4.851938)
634;Wonen;9.4;2000;4.808.412;52.342.748;POINT(52.342748,4.808412)
635;Wonen;9.4;2000;4.792.265;52.380.859;POINT(52.380859,4.792265)
636;Wonen;9.4;2000;4.924.657;52.342.245;POINT(52.342245,4.924657)
637;Wonen;9.4;2000;488.336;52.417.789;POINT(52.417789,4.88336)
638;Wonen;9.4;2000;4.979.147;52.361.169;POINT(52.361169,4.979147)
639;NietWonen;42;10000;4.840.117;52.365.767;POINT(52.365767,4.840117)
640;Wonen;9.4;2000;4.938.252;52.352.472;POINT(52.352472,4.938252)
641;Wonen;9.4;2000;4.903.837;52.420.084;POINT(52.420084,4.903837)
642;Wonen;9.4;2000;4.985.297;52.321.054;POINT(52.321054,4.985297)
643;NietWonen;36;9000;4.871.765;52.363.649;POINT(52.363649,4.871765)
644;Wonen;9.4;2000;4.779.726;52.347.361;POINT(52.347361,4.779726)
645;Wonen;12;3000;4.829.395;52.367.184;POINT(52.367184,4.829395)
646;Wonen;4;1000;4.871.984;523.829;POINT(52.3829,4.871984)
647;Wonen;9.4;2000;4.998.754;52.355.857;POINT(52.355857,4.998754)
648;Wonen;9.4;2000;4.823.755;52.343.162;POINT(52.343162,4.823755)
649;Wonen;9.4;2000;4.966.206;52.321.995;POINT(52.321995,4.966206)
650;NietWonen;54;13000;4.926.278;52.339.764;POINT(52.339764,4.926278)
651;Wonen;9.4;2000;4.824.237;52.362.805;POINT(52.362805,4.824237)
652;Wonen;9.4;2000;494.101;52.393.924;POINT(52.393924,4.94101)
653;Wonen;9.4;2000;4.906.427;52.389.752;POINT(52.389752,4.906427)
654;NietWonen;9.4;2000;5.002.158;52.351.197;POINT(52.351197,5.002158)
655;Wonen;14;4000;4.884.454;52.350.296;POINT(52.350296,4.884454)
656;NietWonen;9;2000;4.907.589;52.358.298;POINT(52.358298,4.907589)
657;Wonen;4;1000;48.697;52.378.849;POINT(52.378849,4.8697)
658;Wonen;9.4;2000;4.883.638;52.349.654;POINT(52.349654,4.883638)
659;Wonen;9.4;2000;4.979.597;52.327.143;POINT(52.327143,4.979597)
660;Wonen;11;3000;4.909.311;52.342.743;POINT(52.342743,4.909311)
661;Wonen;9.4;2000;4.966.759;52.319.114;POINT(52.319114,4.966759)
662;NietWonen;24;6000;4.763.799;52.395.384;POINT(52.395384,4.763799)
663;Wonen;9.4;2000;4.824.024;52.361.753;POINT(52.361753,4.824024)
664;Wonen;9.4;2000;4.971.279;52.301.731;POINT(52.301731,4.971279)
665;Wonen;9.4;2000;4.969.215;52.303.498;POINT(52.303498,4.969215)
666;Wonen;9.4;2000;4.773.314;52.351.132;POINT(52.351132,4.773314)
667;Wonen;9.4;2000;4.814.749;52.348.627;POINT(52.348627,4.814749)
668;Wonen;24;6000;4.801.249;5.238.155;POINT(52.38155,4.801249)
669;Wonen;9.4;2000;4.778.369;52.348.859;POINT(52.348859,4.778369)
670;Wonen;9.4;2000;4.831.062;52.368.292;POINT(52.368292,4.831062)
671;Wonen;9.4;2000;4.929.757;52.347.033;POINT(52.347033,4.929757)
672;Wonen;9.4;2000;4.801.813;52.344.271;POINT(52.344271,4.801813)
673;Wonen;9.4;2000;4.969.636;52.295.495;POINT(52.295495,4.969636)
674;NietWonen;3;1000;4.854.391;52.368.963;POINT(52.368963,4.854391)
